lot,wafer,step,tool_id,chamber,timestamp
lot_024,wafer_17,m1_litho,LITHO-M1,CH-D,2025-01-25 10:00:00
lot_024,wafer_17,m1_etch,ETCH-M1,CH-D,2025-01-25 11:00:00
lot_024,wafer_17,cmp,CMP-01,CH-D,2025-01-25 12:00:00
lot_024,wafer_18,gate_etch,ETCH-G01,CH-B,2025-01-25 10:00:00
lot_024,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-25 11:00:00
lot_024,wafer_18,m1_litho,LITHO-M1,CH-D,2025-01-25 12:00:00
lot_024,wafer_18,m1_etch,ETCH-M1,CH-B,2025-01-25 13:00:00
lot_024,wafer_18,cmp,CMP-01,CH-A,2025-01-25 14:00:00
lot_024,wafer_19,gate_etch,ETCH-G01,CH-A,2025-01-25 12:00:00
lot_024,wafer_19,contact_etch,ETCH-C01,CH-D,2025-01-25 13:00:00
lot_024,wafer_19,m1_litho,LITHO-M1,CH-D,2025-01-25 14:00:00
lot_024,wafer_19,m1_etch,ETCH-M1,CH-C,2025-01-25 15:00:00
lot_024,wafer_19,cmp,CMP-01,CH-D,2025-01-25 16:00:00
lot_024,wafer_20,gate_etch,ETCH-G01,CH-C,2025-01-25 14:00:00
lot_024,wafer_20,contact_etch,ETCH-C01,CH-B,2025-01-25 15:00:00
lot_024,wafer_20,m1_litho,LITHO-M1,CH-C,2025-01-25 16:00:00
lot_024,wafer_20,m1_etch,ETCH-M1,CH-C,2025-01-25 17:00:00
lot_024,wafer_20,cmp,CMP-01,CH-A,2025-01-25 18:00:00
lot_025,wafer_01,gate_etch,ETCH-G01,CH-D,2025-01-25 00:00:00
lot_025,wafer_01,contact_etch,ETCH-C01,CH-B,2025-01-25 01:00:00
lot_025,wafer_01,m1_litho,LITHO-M1,CH-B,2025-01-25 02:00:00
lot_025,wafer_01,m1_etch,ETCH-M1,CH-D,2025-01-25 03:00:00
lot_025,wafer_01,cmp,CMP-01,CH-B,2025-01-25 04:00:00
lot_025,wafer_02,gate_etch,ETCH-G01,CH-B,2025-01-25 02:00:00
lot_025,wafer_02,contact_etch,ETCH-C01,CH-A,2025-01-25 03:00:00
lot_025,wafer_02,m1_litho,LITHO-M1,CH-B,2025-01-25 04:00:00
lot_025,wafer_02,m1_etch,ETCH-M1,CH-C,2025-01-25 05:00:00
lot_025,wafer_02,cmp,CMP-01,CH-D,2025-01-25 06:00:00
lot_025,wafer_03,gate_etch,ETCH-G01,CH-C,2025-01-25 04:00:00
lot_025,wafer_03,contact_etch,ETCH-C01,CH-B,2025-01-25 05:00:00
lot_025,wafer_03,m1_litho,LITHO-M1,CH-B,2025-01-25 06:00:00
lot_025,wafer_03,m1_etch,ETCH-M1,CH-C,2025-01-25 07:00:00
lot_025,wafer_03,cmp,CMP-01,CH-A,2025-01-25 08:00:00
lot_025,wafer_04,gate_etch,ETCH-G01,CH-D,2025-01-25 06:00:00
lot_025,wafer_04,contact_etch,ETCH-C01,CH-C,2025-01-25 07:00:00
lot_025,wafer_04,m1_litho,LITHO-M1,CH-B,2025-01-25 08:00:00
lot_025,wafer_04,m1_etch,ETCH-M1,CH-D,2025-01-25 09:00:00
lot_025,wafer_04,cmp,CMP-01,CH-C,2025-01-25 10:00:00
lot_025,wafer_05,gate_etch,ETCH-G01,CH-C,2025-01-25 08:00:00
lot_025,wafer_05,contact_etch,ETCH-C01,CH-C,2025-01-25 09:00:00
lot_025,wafer_05,m1_litho,LITHO-M1,CH-B,2025-01-25 10:00:00
lot_025,wafer_05,m1_etch,ETCH-M1,CH-D,2025-01-25 11:00:00
lot_025,wafer_05,cmp,CMP-01,CH-A,2025-01-25 12:00:00
lot_025,wafer_06,gate_etch,ETCH-G01,CH-D,2025-01-25 10:00:00
lot_025,wafer_06,contact_etch,ETCH-C01,CH-D,2025-01-25 11:00:00
lot_025,wafer_06,m1_litho,LITHO-M1,CH-C,2025-01-25 12:00:00
lot_025,wafer_06,m1_etch,ETCH-M1,CH-A,2025-01-25 13:00:00
lot_025,wafer_06,cmp,CMP-01,CH-D,2025-01-25 14:00:00
lot_025,wafer_07,gate_etch,ETCH-G01,CH-C,2025-01-25 12:00:00
lot_025,wafer_07,contact_etch,ETCH-C01,CH-C,2025-01-25 13:00:00
lot_025,wafer_07,m1_litho,LITHO-M1,CH-C,2025-01-25 14:00:00
lot_025,wafer_07,m1_etch,ETCH-M1,CH-B,2025-01-25 15:00:00
lot_025,wafer_07,cmp,CMP-01,CH-D,2025-01-25 16:00:00
lot_025,wafer_08,gate_etch,ETCH-G01,CH-B,2025-01-25 14:00:00
lot_025,wafer_08,contact_etch,ETCH-C01,CH-B,2025-01-25 15:00:00
lot_025,wafer_08,m1_litho,LITHO-M1,CH-C,2025-01-25 16:00:00
lot_025,wafer_08,m1_etch,ETCH-M1,CH-B,2025-01-25 17:00:00
lot_025,wafer_08,cmp,CMP-01,CH-B,2025-01-25 18:00:00
lot_025,wafer_09,gate_etch,ETCH-G01,CH-B,2025-01-25 16:00:00
lot_025,wafer_09,contact_etch,ETCH-C01,CH-A,2025-01-25 17:00:00
lot_025,wafer_09,m1_litho,LITHO-M1,CH-B,2025-01-25 18:00:00
lot_025,wafer_09,m1_etch,ETCH-M1,CH-B,2025-01-25 19:00:00
lot_025,wafer_09,cmp,CMP-01,CH-C,2025-01-25 20:00:00
lot_025,wafer_10,gate_etch,ETCH-G01,CH-C,2025-01-25 18:00:00
lot_025,wafer_10,contact_etch,ETCH-C01,CH-B,2025-01-25 19:00:00
lot_025,wafer_10,m1_litho,LITHO-M1,CH-C,2025-01-25 20:00:00
lot_025,wafer_10,m1_etch,ETCH-M1,CH-B,2025-01-25 21:00:00
lot_025,wafer_10,cmp,CMP-01,CH-D,2025-01-25 22:00:00
lot_025,wafer_11,gate_etch,ETCH-G01,CH-D,2025-01-25 20:00:00
lot_025,wafer_11,contact_etch,ETCH-C01,CH-B,2025-01-25 21:00:00
lot_025,wafer_11,m1_litho,LITHO-M1,CH-D,2025-01-25 22:00:00
lot_025,wafer_11,m1_etch,ETCH-M1,CH-D,2025-01-25 23:00:00
lot_025,wafer_11,cmp,CMP-01,CH-D,2025-01-26 00:00:00
lot_025,wafer_12,gate_etch,ETCH-G01,CH-A,2025-01-25 22:00:00
lot_025,wafer_12,contact_etch,ETCH-C01,CH-A,2025-01-25 23:00:00
lot_025,wafer_12,m1_litho,LITHO-M1,CH-B,2025-01-26 00:00:00
lot_025,wafer_12,m1_etch,ETCH-M1,CH-B,2025-01-26 01:00:00
lot_025,wafer_12,cmp,CMP-01,CH-A,2025-01-26 02:00:00
lot_025,wafer_13,gate_etch,ETCH-G01,CH-D,2025-01-26 00:00:00
lot_025,wafer_13,contact_etch,ETCH-C01,CH-D,2025-01-26 01:00:00
lot_025,wafer_13,m1_litho,LITHO-M1,CH-D,2025-01-26 02:00:00
lot_025,wafer_13,m1_etch,ETCH-M1,CH-C,2025-01-26 03:00:00
lot_025,wafer_13,cmp,CMP-01,CH-C,2025-01-26 04:00:00
lot_025,wafer_14,gate_etch,ETCH-G01,CH-D,2025-01-26 02:00:00
lot_025,wafer_14,contact_etch,ETCH-C01,CH-B,2025-01-26 03:00:00
lot_025,wafer_14,m1_litho,LITHO-M1,CH-B,2025-01-26 04:00:00
lot_025,wafer_14,m1_etch,ETCH-M1,CH-C,2025-01-26 05:00:00
lot_025,wafer_14,cmp,CMP-01,CH-B,2025-01-26 06:00:00
lot_025,wafer_15,gate_etch,ETCH-G01,CH-B,2025-01-26 04:00:00
lot_025,wafer_15,contact_etch,ETCH-C01,CH-C,2025-01-26 05:00:00
lot_025,wafer_15,m1_litho,LITHO-M1,CH-B,2025-01-26 06:00:00
lot_025,wafer_15,m1_etch,ETCH-M1,CH-C,2025-01-26 07:00:00
lot_025,wafer_15,cmp,CMP-01,CH-B,2025-01-26 08:00:00
lot_025,wafer_16,gate_etch,ETCH-G01,CH-C,2025-01-26 06:00:00
lot_025,wafer_16,contact_etch,ETCH-C01,CH-C,2025-01-26 07:00:00
lot_025,wafer_16,m1_litho,LITHO-M1,CH-D,2025-01-26 08:00:00
lot_025,wafer_16,m1_etch,ETCH-M1,CH-A,2025-01-26 09:00:00
lot_025,wafer_16,cmp,CMP-01,CH-A,2025-01-26 10:00:00
lot_025,wafer_17,gate_etch,ETCH-G01,CH-D,2025-01-26 08:00:00
lot_025,wafer_17,contact_etch,ETCH-C01,CH-A,2025-01-26 09:00:00
lot_025,wafer_17,m1_litho,LITHO-M1,CH-C,2025-01-26 10:00:00
lot_025,wafer_17,m1_etch,ETCH-M1,CH-D,2025-01-26 11:00:00
lot_025,wafer_17,cmp,CMP-01,CH-B,2025-01-26 12:00:00
lot_025,wafer_18,gate_etch,ETCH-G01,CH-C,2025-01-26 10:00:00
lot_025,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-26 11:00:00
lot_025,wafer_18,m1_litho,LITHO-M1,CH-B,2025-01-26 12:00:00
lot_025,wafer_18,m1_etch,ETCH-M1,CH-C,2025-01-26 13:00:00
lot_025,wafer_18,cmp,CMP-01,CH-B,2025-01-26 14:00:00
lot_025,wafer_19,gate_etch,ETCH-G01,CH-A,2025-01-26 12:00:00
lot_025,wafer_19,contact_etch,ETCH-C01,CH-C,2025-01-26 13:00:00
lot_025,wafer_19,m1_litho,LITHO-M1,CH-D,2025-01-26 14:00:00
lot_025,wafer_19,m1_etch,ETCH-M1,CH-D,2025-01-26 15:00:00
lot_025,wafer_19,cmp,CMP-01,CH-C,2025-01-26 16:00:00
lot_025,wafer_20,gate_etch,ETCH-G01,CH-C,2025-01-26 14:00:00
lot_025,wafer_20,contact_etch,ETCH-C01,CH-B,2025-01-26 15:00:00
lot_025,wafer_20,m1_litho,LITHO-M1,CH-B,2025-01-26 16:00:00
lot_025,wafer_20,m1_etch,ETCH-M1,CH-B,2025-01-26 17:00:00
lot_025,wafer_20,cmp,CMP-01,CH-B,2025-01-26 18:00:00
lot_026,wafer_01,gate_etch,ETCH-G01,CH-C,2025-01-26 00:00:00
lot_026,wafer_01,contact_etch,ETCH-C01,CH-D,2025-01-26 01:00:00
lot_026,wafer_01,m1_litho,LITHO-M1,CH-D,2025-01-26 02:00:00
lot_026,wafer_01,m1_etch,ETCH-M1,CH-C,2025-01-26 03:00:00
lot_026,wafer_01,cmp,CMP-01,CH-A,2025-01-26 04:00:00
lot_026,wafer_02,gate_etch,ETCH-G01,CH-C,2025-01-26 02:00:00
lot_026,wafer_02,contact_etch,ETCH-C01,CH-B,2025-01-26 03:00:00
lot_026,wafer_02,m1_litho,LITHO-M1,CH-B,2025-01-26 04:00:00
lot_026,wafer_02,m1_etch,ETCH-M1,CH-B,2025-01-26 05:00:00
lot_026,wafer_02,cmp,CMP-01,CH-D,2025-01-26 06:00:00
lot_026,wafer_03,gate_etch,ETCH-G01,CH-B,2025-01-26 04:00:00
lot_026,wafer_03,contact_etch,ETCH-C01,CH-C,2025-01-26 05:00:00
lot_026,wafer_03,m1_litho,LITHO-M1,CH-D,2025-01-26 06:00:00
lot_026,wafer_03,m1_etch,ETCH-M1,CH-A,2025-01-26 07:00:00
lot_026,wafer_03,cmp,CMP-01,CH-D,2025-01-26 08:00:00
lot_026,wafer_04,gate_etch,ETCH-G01,CH-C,2025-01-26 06:00:00
lot_026,wafer_04,contact_etch,ETCH-C01,CH-D,2025-01-26 07:00:00
lot_026,wafer_04,m1_litho,LITHO-M1,CH-A,2025-01-26 08:00:00
lot_026,wafer_04,m1_etch,ETCH-M1,CH-C,2025-01-26 09:00:00
lot_026,wafer_04,cmp,CMP-01,CH-B,2025-01-26 10:00:00
lot_026,wafer_05,gate_etch,ETCH-G01,CH-D,2025-01-26 08:00:00
lot_026,wafer_05,contact_etch,ETCH-C01,CH-D,2025-01-26 09:00:00
lot_026,wafer_05,m1_litho,LITHO-M1,CH-A,2025-01-26 10:00:00
lot_026,wafer_05,m1_etch,ETCH-M1,CH-B,2025-01-26 11:00:00
lot_026,wafer_05,cmp,CMP-01,CH-C,2025-01-26 12:00:00
lot_026,wafer_06,gate_etch,ETCH-G01,CH-B,2025-01-26 10:00:00
lot_026,wafer_06,contact_etch,ETCH-C01,CH-A,2025-01-26 11:00:00
lot_026,wafer_06,m1_litho,LITHO-M1,CH-B,2025-01-26 12:00:00
lot_026,wafer_06,m1_etch,ETCH-M1,CH-A,2025-01-26 13:00:00
lot_026,wafer_06,cmp,CMP-01,CH-D,2025-01-26 14:00:00
lot_026,wafer_07,gate_etch,ETCH-G01,CH-B,2025-01-26 12:00:00
lot_026,wafer_07,contact_etch,ETCH-C01,CH-B,2025-01-26 13:00:00
lot_026,wafer_07,m1_litho,LITHO-M1,CH-C,2025-01-26 14:00:00
lot_026,wafer_07,m1_etch,ETCH-M1,CH-A,2025-01-26 15:00:00
lot_026,wafer_07,cmp,CMP-01,CH-D,2025-01-26 16:00:00
lot_026,wafer_08,gate_etch,ETCH-G01,CH-C,2025-01-26 14:00:00
lot_026,wafer_08,contact_etch,ETCH-C01,CH-C,2025-01-26 15:00:00
lot_026,wafer_08,m1_litho,LITHO-M1,CH-B,2025-01-26 16:00:00
lot_026,wafer_08,m1_etch,ETCH-M1,CH-A,2025-01-26 17:00:00
lot_026,wafer_08,cmp,CMP-01,CH-D,2025-01-26 18:00:00
lot_026,wafer_09,gate_etch,ETCH-G01,CH-A,2025-01-26 16:00:00
lot_026,wafer_09,contact_etch,ETCH-C01,CH-C,2025-01-26 17:00:00
lot_026,wafer_09,m1_litho,LITHO-M1,CH-A,2025-01-26 18:00:00
lot_026,wafer_09,m1_etch,ETCH-M1,CH-B,2025-01-26 19:00:00
lot_026,wafer_09,cmp,CMP-01,CH-A,2025-01-26 20:00:00
lot_026,wafer_10,gate_etch,ETCH-G01,CH-D,2025-01-26 18:00:00
lot_026,wafer_10,contact_etch,ETCH-C01,CH-C,2025-01-26 19:00:00
lot_026,wafer_10,m1_litho,LITHO-M1,CH-A,2025-01-26 20:00:00
lot_026,wafer_10,m1_etch,ETCH-M1,CH-B,2025-01-26 21:00:00
lot_026,wafer_10,cmp,CMP-01,CH-A,2025-01-26 22:00:00
lot_026,wafer_11,gate_etch,ETCH-G01,CH-C,2025-01-26 20:00:00
lot_026,wafer_11,contact_etch,ETCH-C01,CH-B,2025-01-26 21:00:00
lot_026,wafer_11,m1_litho,LITHO-M1,CH-A,2025-01-26 22:00:00
lot_026,wafer_11,m1_etch,ETCH-M1,CH-A,2025-01-26 23:00:00
lot_026,wafer_11,cmp,CMP-01,CH-C,2025-01-27 00:00:00
lot_026,wafer_12,gate_etch,ETCH-G01,CH-B,2025-01-26 22:00:00
lot_026,wafer_12,contact_etch,ETCH-C01,CH-A,2025-01-26 23:00:00
lot_026,wafer_12,m1_litho,LITHO-M1,CH-A,2025-01-27 00:00:00
lot_026,wafer_12,m1_etch,ETCH-M1,CH-C,2025-01-27 01:00:00
lot_026,wafer_12,cmp,CMP-01,CH-D,2025-01-27 02:00:00
lot_026,wafer_13,gate_etch,ETCH-G01,CH-C,2025-01-27 00:00:00
lot_026,wafer_13,contact_etch,ETCH-C01,CH-D,2025-01-27 01:00:00
lot_026,wafer_13,m1_litho,LITHO-M1,CH-D,2025-01-27 02:00:00
lot_026,wafer_13,m1_etch,ETCH-M1,CH-C,2025-01-27 03:00:00
lot_026,wafer_13,cmp,CMP-01,CH-C,2025-01-27 04:00:00
lot_026,wafer_14,gate_etch,ETCH-G01,CH-D,2025-01-27 02:00:00
lot_026,wafer_14,contact_etch,ETCH-C01,CH-A,2025-01-27 03:00:00
lot_026,wafer_14,m1_litho,LITHO-M1,CH-C,2025-01-27 04:00:00
lot_026,wafer_14,m1_etch,ETCH-M1,CH-D,2025-01-27 05:00:00
lot_026,wafer_14,cmp,CMP-01,CH-A,2025-01-27 06:00:00
lot_026,wafer_15,gate_etch,ETCH-G01,CH-C,2025-01-27 04:00:00
lot_026,wafer_15,contact_etch,ETCH-C01,CH-D,2025-01-27 05:00:00
lot_026,wafer_15,m1_litho,LITHO-M1,CH-D,2025-01-27 06:00:00
lot_026,wafer_15,m1_etch,ETCH-M1,CH-A,2025-01-27 07:00:00
lot_026,wafer_15,cmp,CMP-01,CH-A,2025-01-27 08:00:00
lot_026,wafer_16,gate_etch,ETCH-G01,CH-C,2025-01-27 06:00:00
lot_026,wafer_16,contact_etch,ETCH-C01,CH-D,2025-01-27 07:00:00
lot_026,wafer_16,m1_litho,LITHO-M1,CH-D,2025-01-27 08:00:00
lot_026,wafer_16,m1_etch,ETCH-M1,CH-B,2025-01-27 09:00:00
lot_026,wafer_16,cmp,CMP-01,CH-A,2025-01-27 10:00:00
lot_026,wafer_17,gate_etch,ETCH-G01,CH-B,2025-01-27 08:00:00
lot_026,wafer_17,contact_etch,ETCH-C01,CH-D,2025-01-27 09:00:00
lot_026,wafer_17,m1_litho,LITHO-M1,CH-D,2025-01-27 10:00:00
lot_026,wafer_17,m1_etch,ETCH-M1,CH-A,2025-01-27 11:00:00
lot_026,wafer_17,cmp,CMP-01,CH-A,2025-01-27 12:00:00
lot_026,wafer_18,gate_etch,ETCH-G01,CH-D,2025-01-27 10:00:00
lot_026,wafer_18,contact_etch,ETCH-C01,CH-D,2025-01-27 11:00:00
lot_026,wafer_18,m1_litho,LITHO-M1,CH-D,2025-01-27 12:00:00
lot_026,wafer_18,m1_etch,ETCH-M1,CH-A,2025-01-27 13:00:00
lot_026,wafer_18,cmp,CMP-01,CH-B,2025-01-27 14:00:00
lot_026,wafer_19,gate_etch,ETCH-G01,CH-C,2025-01-27 12:00:00
lot_026,wafer_19,contact_etch,ETCH-C01,CH-D,2025-01-27 13:00:00
lot_026,wafer_19,m1_litho,LITHO-M1,CH-B,2025-01-27 14:00:00
lot_026,wafer_19,m1_etch,ETCH-M1,CH-B,2025-01-27 15:00:00
lot_026,wafer_19,cmp,CMP-01,CH-B,2025-01-27 16:00:00
lot_026,wafer_20,gate_etch,ETCH-G01,CH-C,2025-01-27 14:00:00
lot_026,wafer_20,contact_etch,ETCH-C01,CH-A,2025-01-27 15:00:00
lot_026,wafer_20,m1_litho,LITHO-M1,CH-B,2025-01-27 16:00:00
lot_026,wafer_20,m1_etch,ETCH-M1,CH-D,2025-01-27 17:00:00
lot_026,wafer_20,cmp,CMP-01,CH-D,2025-01-27 18:00:00
lot_027,wafer_01,gate_etch,ETCH-G01,CH-C,2025-01-27 00:00:00
lot_027,wafer_01,contact_etch,ETCH-C01,CH-D,2025-01-27 01:00:00
lot_027,wafer_01,m1_litho,LITHO-M1,CH-A,2025-01-27 02:00:00
lot_027,wafer_01,m1_etch,ETCH-M1,CH-A,2025-01-27 03:00:00
lot_027,wafer_01,cmp,CMP-01,CH-D,2025-01-27 04:00:00
lot_027,wafer_02,gate_etch,ETCH-G01,CH-C,2025-01-27 02:00:00
lot_027,wafer_02,contact_etch,ETCH-C01,CH-D,2025-01-27 03:00:00
lot_027,wafer_02,m1_litho,LITHO-M1,CH-B,2025-01-27 04:00:00
lot_027,wafer_02,m1_etch,ETCH-M1,CH-C,2025-01-27 05:00:00
lot_027,wafer_02,cmp,CMP-01,CH-B,2025-01-27 06:00:00
lot_027,wafer_03,gate_etch,ETCH-G01,CH-C,2025-01-27 04:00:00
lot_027,wafer_03,contact_etch,ETCH-C01,CH-B,2025-01-27 05:00:00
lot_027,wafer_03,m1_litho,LITHO-M1,CH-C,2025-01-27 06:00:00
lot_027,wafer_03,m1_etch,ETCH-M1,CH-B,2025-01-27 07:00:00
lot_027,wafer_03,cmp,CMP-01,CH-A,2025-01-27 08:00:00
lot_027,wafer_04,gate_etch,ETCH-G01,CH-B,2025-01-27 06:00:00
lot_027,wafer_04,contact_etch,ETCH-C01,CH-A,2025-01-27 07:00:00
lot_027,wafer_04,m1_litho,LITHO-M1,CH-B,2025-01-27 08:00:00
lot_027,wafer_04,m1_etch,ETCH-M1,CH-D,2025-01-27 09:00:00
lot_027,wafer_04,cmp,CMP-01,CH-C,2025-01-27 10:00:00
lot_027,wafer_05,gate_etch,ETCH-G01,CH-A,2025-01-27 08:00:00
lot_027,wafer_05,contact_etch,ETCH-C01,CH-B,2025-01-27 09:00:00
lot_027,wafer_05,m1_litho,LITHO-M1,CH-A,2025-01-27 10:00:00
lot_027,wafer_05,m1_etch,ETCH-M1,CH-A,2025-01-27 11:00:00
lot_027,wafer_05,cmp,CMP-01,CH-C,2025-01-27 12:00:00
lot_027,wafer_06,gate_etch,ETCH-G01,CH-D,2025-01-27 10:00:00
lot_027,wafer_06,contact_etch,ETCH-C01,CH-D,2025-01-27 11:00:00
lot_027,wafer_06,m1_litho,LITHO-M1,CH-D,2025-01-27 12:00:00
lot_027,wafer_06,m1_etch,ETCH-M1,CH-D,2025-01-27 13:00:00
lot_027,wafer_06,cmp,CMP-01,CH-B,2025-01-27 14:00:00
lot_027,wafer_07,gate_etch,ETCH-G01,CH-C,2025-01-27 12:00:00
lot_027,wafer_07,contact_etch,ETCH-C01,CH-D,2025-01-27 13:00:00
lot_027,wafer_07,m1_litho,LITHO-M1,CH-C,2025-01-27 14:00:00
lot_027,wafer_07,m1_etch,ETCH-M1,CH-B,2025-01-27 15:00:00
lot_027,wafer_07,cmp,CMP-01,CH-B,2025-01-27 16:00:00
lot_027,wafer_08,gate_etch,ETCH-G01,CH-B,2025-01-27 14:00:00
lot_027,wafer_08,contact_etch,ETCH-C01,CH-D,2025-01-27 15:00:00
lot_027,wafer_08,m1_litho,LITHO-M1,CH-A,2025-01-27 16:00:00
lot_027,wafer_08,m1_etch,ETCH-M1,CH-B,2025-01-27 17:00:00
lot_027,wafer_08,cmp,CMP-01,CH-C,2025-01-27 18:00:00
lot_027,wafer_09,gate_etch,ETCH-G01,CH-C,2025-01-27 16:00:00
lot_027,wafer_09,contact_etch,ETCH-C01,CH-B,2025-01-27 17:00:00
lot_027,wafer_09,m1_litho,LITHO-M1,CH-C,2025-01-27 18:00:00
lot_027,wafer_09,m1_etch,ETCH-M1,CH-A,2025-01-27 19:00:00
lot_027,wafer_09,cmp,CMP-01,CH-D,2025-01-27 20:00:00
lot_027,wafer_10,gate_etch,ETCH-G01,CH-A,2025-01-27 18:00:00
lot_027,wafer_10,contact_etch,ETCH-C01,CH-A,2025-01-27 19:00:00
lot_027,wafer_10,m1_litho,LITHO-M1,CH-B,2025-01-27 20:00:00
lot_027,wafer_10,m1_etch,ETCH-M1,CH-A,2025-01-27 21:00:00
lot_027,wafer_10,cmp,CMP-01,CH-A,2025-01-27 22:00:00
lot_027,wafer_11,gate_etch,ETCH-G01,CH-A,2025-01-27 20:00:00
lot_027,wafer_11,contact_etch,ETCH-C01,CH-A,2025-01-27 21:00:00
lot_027,wafer_11,m1_litho,LITHO-M1,CH-D,2025-01-27 22:00:00
lot_027,wafer_11,m1_etch,ETCH-M1,CH-B,2025-01-27 23:00:00
lot_027,wafer_11,cmp,CMP-01,CH-A,2025-01-28 00:00:00
lot_027,wafer_12,gate_etch,ETCH-G01,CH-B,2025-01-27 22:00:00
lot_027,wafer_12,contact_etch,ETCH-C01,CH-A,2025-01-27 23:00:00
lot_027,wafer_12,m1_litho,LITHO-M1,CH-B,2025-01-28 00:00:00
lot_027,wafer_12,m1_etch,ETCH-M1,CH-A,2025-01-28 01:00:00
lot_027,wafer_12,cmp,CMP-01,CH-B,2025-01-28 02:00:00
lot_027,wafer_13,gate_etch,ETCH-G01,CH-B,2025-01-28 00:00:00
lot_027,wafer_13,contact_etch,ETCH-C01,CH-B,2025-01-28 01:00:00
lot_027,wafer_13,m1_litho,LITHO-M1,CH-D,2025-01-28 02:00:00
lot_027,wafer_13,m1_etch,ETCH-M1,CH-A,2025-01-28 03:00:00
lot_027,wafer_13,cmp,CMP-01,CH-A,2025-01-28 04:00:00
lot_027,wafer_14,gate_etch,ETCH-G01,CH-B,2025-01-28 02:00:00
lot_027,wafer_14,contact_etch,ETCH-C01,CH-B,2025-01-28 03:00:00
lot_027,wafer_14,m1_litho,LITHO-M1,CH-A,2025-01-28 04:00:00
lot_027,wafer_14,m1_etch,ETCH-M1,CH-B,2025-01-28 05:00:00
lot_027,wafer_14,cmp,CMP-01,CH-D,2025-01-28 06:00:00
lot_027,wafer_15,gate_etch,ETCH-G01,CH-C,2025-01-28 04:00:00
lot_027,wafer_15,contact_etch,ETCH-C01,CH-C,2025-01-28 05:00:00
lot_027,wafer_15,m1_litho,LITHO-M1,CH-C,2025-01-28 06:00:00
lot_027,wafer_15,m1_etch,ETCH-M1,CH-C,2025-01-28 07:00:00
lot_027,wafer_15,cmp,CMP-01,CH-D,2025-01-28 08:00:00
lot_027,wafer_16,gate_etch,ETCH-G01,CH-C,2025-01-28 06:00:00
lot_027,wafer_16,contact_etch,ETCH-C01,CH-C,2025-01-28 07:00:00
lot_027,wafer_16,m1_litho,LITHO-M1,CH-C,2025-01-28 08:00:00
lot_027,wafer_16,m1_etch,ETCH-M1,CH-C,2025-01-28 09:00:00
lot_027,wafer_16,cmp,CMP-01,CH-D,2025-01-28 10:00:00
lot_027,wafer_17,gate_etch,ETCH-G01,CH-B,2025-01-28 08:00:00
lot_027,wafer_17,contact_etch,ETCH-C01,CH-A,2025-01-28 09:00:00
lot_027,wafer_17,m1_litho,LITHO-M1,CH-A,2025-01-28 10:00:00
lot_027,wafer_17,m1_etch,ETCH-M1,CH-B,2025-01-28 11:00:00
lot_027,wafer_17,cmp,CMP-01,CH-A,2025-01-28 12:00:00
lot_027,wafer_18,gate_etch,ETCH-G01,CH-B,2025-01-28 10:00:00
lot_027,wafer_18,contact_etch,ETCH-C01,CH-C,2025-01-28 11:00:00
lot_027,wafer_18,m1_litho,LITHO-M1,CH-D,2025-01-28 12:00:00
lot_027,wafer_18,m1_etch,ETCH-M1,CH-B,2025-01-28 13:00:00
lot_027,wafer_18,cmp,CMP-01,CH-B,2025-01-28 14:00:00
lot_027,wafer_19,gate_etch,ETCH-G01,CH-B,2025-01-28 12:00:00
lot_027,wafer_19,contact_etch,ETCH-C01,CH-D,2025-01-28 13:00:00
lot_027,wafer_19,m1_litho,LITHO-M1,CH-A,2025-01-28 14:00:00
lot_027,wafer_19,m1_etch,ETCH-M1,CH-B,2025-01-28 15:00:00
lot_027,wafer_19,cmp,CMP-01,CH-C,2025-01-28 16:00:00
lot_027,wafer_20,gate_etch,ETCH-G01,CH-D,2025-01-28 14:00:00
lot_027,wafer_20,contact_etch,ETCH-C01,CH-B,2025-01-28 15:00:00
lot_027,wafer_20,m1_litho,LITHO-M1,CH-A,2025-01-28 16:00:00
lot_027,wafer_20,m1_etch,ETCH-M1,CH-C,2025-01-28 17:00:00
lot_027,wafer_20,cmp,CMP-01,CH-D,2025-01-28 18:00:00
lot_028,wafer_01,gate_etch,ETCH-G01,CH-C,2025-01-28 00:00:00
lot_028,wafer_01,contact_etch,ETCH-C01,CH-D,2025-01-28 01:00:00
lot_028,wafer_01,m1_litho,LITHO-M1,CH-A,2025-01-28 02:00:00
lot_028,wafer_01,m1_etch,ETCH-M1,CH-D,2025-01-28 03:00:00
lot_028,wafer_01,cmp,CMP-01,CH-C,2025-01-28 04:00:00
lot_028,wafer_02,gate_etch,ETCH-G01,CH-B,2025-01-28 02:00:00
lot_028,wafer_02,contact_etch,ETCH-C01,CH-D,2025-01-28 03:00:00
lot_028,wafer_02,m1_litho,LITHO-M1,CH-A,2025-01-28 04:00:00
lot_028,wafer_02,m1_etch,ETCH-M1,CH-C,2025-01-28 05:00:00
lot_028,wafer_02,cmp,CMP-01,CH-B,2025-01-28 06:00:00
lot_028,wafer_03,gate_etch,ETCH-G01,CH-B,2025-01-28 04:00:00
lot_028,wafer_03,contact_etch,ETCH-C01,CH-A,2025-01-28 05:00:00
lot_028,wafer_03,m1_litho,LITHO-M1,CH-C,2025-01-28 06:00:00
